,PriceUpdateDate,ItemCode,ItemType,ItemName,ManufacturerName,ManufactureCountry,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,bIsWeighted,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,ItemStatus,ItemId
177,2018-11-11 15:45:32,7296021168260,1,"מחבת 20 ס""מ מרבל",לא ידוע,לא ידוע,"מחבת 20 ס""מ מרבל",יח',1.00,יח',0,לא ידוע,34.90,34.9000,1,1,54268
178,2018-11-18 08:25:03,7290000339887,1,קלין משחה 3.5 קג,אתר ליוור - HPC,ישראל,CIF,קילוגרמים,3.50,"ק""ג     ",0,לא ידוע,26.90,7.6857,1,1,16668
179,2018-11-21 08:19:24,7290000023007,1,ברנדי שטוק 84,ברקן סגל,ישראל,שטוק,מיליליטרים,750.00,"100 מ""ל",0,לא ידוע,64.90,0.0865,1,1,39313
180,2018-12-02 11:41:56,7290002695127,1,טחון הודו זוגות,כל הבשר,ישראל,כל הבשר,קילוגרמים,1.00,"ק""ג     ",0,לא ידוע,14.90,14.9000,1,1,42316
181,2018-12-04 15:31:18,7290012226021,1,סלמי מעושן פראג 400,זוגלובק,ישראל,זוגלובק,גרמים,400.00,100 גרם,0,לא ידוע,14.90,0.0373,1,1,10669
182,2018-12-11 16:44:31,7290110323585,1,יופלה גו דובדבן,תנובה,ישראל,יופלה גו דובדבן,גרמים,200.00,100 גרם,0,לא ידוע,5.50,0.0275,1,1,54795
183,2018-12-12 15:28:12,7290110323608,1,יופלה גו פירות יער,תנובה,ישראל,יופלה גו פירות יער,גרמים,200.00,100 גרם,0,לא ידוע,5.50,0.0275,1,1,54830
184,2018-12-20 13:13:57,7290002768074,1,דרמפון גדול,"אמיליה קוסמטיקס בע""מ",ישראל,דרמפון,ליטרים,1.00,ליטר    ,0,לא ידוע,15.90,15.9000,1,1,38893
185,2018-12-24 15:51:17,7290110560317,1,פריכיות משולשות מלח,לא ידוע,לא ידוע,פריכיות משולשות מלח,גרמים,30.00,100 גרם,0,לא ידוע,4.90,0.1633,1,1,55021
186,2018-12-25 16:56:18,7290016401844,1,תבניות רוסטר גדול עב,לא ידוע,לא ידוע,תבניות רוסטר גדול עב,יח',2.00,יח',0,לא ידוע,7.90,3.9500,1,1,55031
187,2018-12-30 09:00:02,7290006554345,1,עוגיות תמרים ללא סוכ,ארקד,ישראל,ארקד,גרמים,250.00,100 גרם,0,לא ידוע,16.90,0.0676,1,1,42946
188,2018-12-30 11:15:06,7290006554093,1,סהרונים,ארקד,ישראל,ארקד,גרמים,300.00,100 גרם,0,לא ידוע,16.90,0.0563,1,1,42934
189,2018-12-30 11:15:06,7290006554123,1,עוגיות שקדים,ארקד,ישראל,ארקד,גרמים,250.00,100 גרם,0,לא ידוע,16.90,0.0676,1,1,42936
190,2018-12-30 11:15:07,7290006554246,1,עוגיות משקפיים עם סו,ארקד,ישראל,ארקד,גרמים,250.00,100 גרם,0,לא ידוע,16.90,0.0676,1,1,42941
191,2018-12-30 11:15:07,7290006554260,1,עוגיות שושנים 250 גר,ארקד,ישראל,ארקד,גרמים,250.00,100 גרם,0,לא ידוע,16.90,0.0676,1,1,42942
192,2019-01-01 08:21:12,76840462858,1,*מבצע* פיינט בום שוק,מוצרי איכות אמריקאיי,ישראל,בן & ג'ריס,מיליליטרים,473.00,"100 מ""ל",0,לא ידוע,17.90,0.0378,1,1,36949
193,2019-01-01 15:36:10,7290013608673,1,נקטר תפוחי עץ ‏1‏ל,גניר,ישראל,פרימור,ליטרים,1.00,ליטר    ,0,לא ידוע,6.50,6.5000,1,1,29938
194,2019-01-04 10:23:43,7290014763319,1,גבינת שמנת 5% עירית,לא ידוע,לא ידוע,גבינת שמנת 5% עירית,גרמים,200.00,100 גרם,0,לא ידוע,10.90,0.0545,1,1,28985
195,2019-01-08 10:26:46,7290113661196,1,צלחת מרכזית לבן 30 י,לא ידוע,לא ידוע,צלחת מרכזית לבן 30 י,יח',30.00,יח',0,לא ידוע,8.90,0.2967,1,1,55217
196,2019-01-10 09:02:16,7290113661509,1,קערה עמוקה אובלי 2 י,לא ידוע,לא ידוע,קערה עמוקה אובלי 2 י,יח',2.00,יח',0,לא ידוע,6.90,3.4500,1,1,55287
197,2019-01-13 09:33:06,7290111094613,1,מגבונים לניקוי משקפי,די.פי.אל תעשיות מוצר,ישראל,ICARE,יח',24.00,יח',0,לא ידוע,7.90,0.3292,1,1,55300
198,2019-01-20 14:49:24,7290000136721,1,ג'אמפ תפוזים 1.5 ליט,טמפו,ישראל,ג'אמפ,ליטרים,1.50,ליטר    ,0,לא ידוע,5.50,3.6667,1,1,39324
199,2019-01-20 14:49:25,7290000136745,1,ג'אמפ תות בננה 1.5 ל,טמפו,ישראל,ג'אמפ,ליטרים,1.50,ליטר    ,0,לא ידוע,5.50,3.6667,1,1,39326
200,2019-01-20 14:49:26,7290000327440,1,ג'אמפ מנגו 1.5 ליטר,טמפו,ישראל,ג'אמפ,ליטרים,1.50,ליטר    ,0,לא ידוע,5.50,3.6667,1,1,39328
201,2019-01-23 16:37:37,7290112192509,1,פירורי לחם 250 גרם ל,"מוצרי הכט בע""מ",ישראל,פירורי לחם 250 גרם ל,גרמים,250.00,100 גרם,0,לא ידוע,14.90,0.0596,1,1,55474
202,2019-01-27 09:37:14,7290111569616,1,חומוס צבר עם חריף 37,צבר,ישראל,סלטי צבר,גרמים,375.00,100 גרם,0,לא ידוע,11.90,0.0317,1,1,55499
203,2019-01-27 09:37:52,7290112962300,1,המבורגר טבעול חריף ט,טבעול ישראל,ישראל,המבורגר טבעול חריף ט,גרמים,504.00,100 גרם,0,לא ידוע,29.90,0.0593,1,1,55502
204,2019-02-04 11:20:17,7290113661417,1,צלחות ענק מהודרות,לא ידוע,לא ידוע,צלחות ענק מהודרות,יח',10.00,יח',0,לא ידוע,15.90,1.5900,1,1,55629
205,2019-02-04 17:14:33,7296021170669,1,חולץ פקקים עם ידיות,לא ידוע,לא ידוע,חולץ פקקים עם ידיות,יח',1.00,יח',0,לא ידוע,24.90,24.9000,1,1,55632
206,2019-02-07 12:15:55,7290108352962,1,תבניות עמוקות 3 יח ח,סנו,ישראל,תבניות עמוקות 3 יח ח,יח',3.00,יח',0,לא ידוע,9.90,3.3000,1,1,55690
207,2019-02-11 08:44:58,7290000341071,1,בדין בייבי 2 ל,אתר ליוור - HPC,ישראל,BADIN,ליטרים,2.00,ליטר    ,0,לא ידוע,14.90,7.4500,1,1,16669
208,2019-02-11 08:45:05,7290011877446,1,קרם למניעת גירויים ב,קוסמופארם,ישראל,בייבי כיף,מיליליטרים,100.00,"100 מ""ל",0,לא ידוע,8.90,0.0890,1,1,9392
209,2019-02-11 11:40:52,7290006983770,1,עוגת הבית שיש 400 גר,אסם,ישראל,הבית,גרמים,400.00,100 גרם,0,לא ידוע,10.90,0.0273,1,1,38450
210,2019-02-12 09:30:29,7613035809109,1,פרפקטו רוטב עגבניות,נסטלה ספרד,ספרד,פרפקטו,גרמים,400.00,100 גרם,0,לא ידוע,8.90,0.0223,1,1,29250
211,2019-02-13 09:06:18,7290109358260,1,נקניקיות טבעול עם חל,טבעול ישראל,ישראל,נקניקיות טבעול עם חל,גרמים,600.00,100 גרם,0,לא ידוע,29.90,0.0498,1,1,32983
212,2019-02-13 11:07:01,7290004131432,1,יופלה לבן 3% 200 גרם,תנובה,ישראל,יופלה,גרמים,200.00,100 גרם,0,לא ידוע,3.70,0.0185,1,1,40615
213,2019-02-13 11:07:02,7290004136130,1,"שוקו בקבוק 340 מ""ל",תנובה,ישראל,תנובה,מיליליטרים,340.00,"100 מ""ל",0,לא ידוע,6.20,0.0182,1,1,40640
214,2019-02-13 11:34:12,7290102396498,1,מעדן יוגורט בטעם תות,טרה,ישראל,טרה,גרמים,125.00,100 גרם,0,לא ידוע,2.70,0.0216,1,1,15299
215,2019-02-20 12:02:18,7290001258439,1,גבינת עז מה 5%,לא ידוע,כללי,גבינת עז מה 5%,קילוגרמים,1.00,"ק""ג",1,לא ידוע,59.00,59.0000,1,1,14235
216,2019-02-24 10:37:16,7393714369000,1,קופרברג סיידר אגסים,קופרברג,שוודיה,קופרברג,מיליליטרים,330.00,"100 מ""ל",0,לא ידוע,8.90,0.0270,1,1,55997
217,2019-02-26 12:47:51,7296021170799,1,סוחט הדרים בינוני,לא ידוע,לא ידוע,סוחט הדרים בינוני,יח',1.00,יח',0,לא ידוע,22.90,22.9000,1,1,56089
218,2019-03-06 10:43:01,7290101582373,1,יין גרנאש בלאש רוזה,יקבי בינימינה,ישראל,יינות בנימינה המושבה,מיליליטרים,750.00,"100 מ""ל",0,לא ידוע,29.90,0.0399,1,1,56167
219,2019-03-11 12:11:10,78300098362,1,פלייטקס רגולר/סופר ס,פלייטקס מניפקטורינג,ארצות הברית,פלייטקס,יח',18.00,יח',0,לא ידוע,24.90,1.3833,1,1,56200
220,2019-03-25 16:41:27,8690637906176,1,בדין אקסטרא צ'ארם 96,יונילוור - תורכיה,תורכיה,BADIN,מיליליטרים,960.00,"100 מ""ל",0,לא ידוע,14.90,0.0155,1,1,56336
221,2019-03-31 11:57:08,7290004165017,1,"רסק תפו""ע ללא סוכר י",זנלכל,ישראל,רסק תפוע ללא סוכר 560 גרם,גרמים,560.00,100 גרם,0,לא ידוע,6.50,0.0116,1,1,54090
222,2019-04-04 08:10:34,7290101551584,1,מארז תפוציפס קידס 10,שטראוס פריטו ליי (מל,ישראל,עלית,גרמים,200.00,100 גרם,0,לא ידוע,12.90,0.0645,1,1,53996
223,2019-04-04 15:50:57,7290008464857,1,רביעיית סודה אננס 1.,טמפו,ישראל,למון ליים,ליטרים,1.50,ליטר    ,0,לא ידוע,9.90,6.6000,1,1,56480
224,2019-04-10 11:59:25,7290110324551,1,יופלה טיוב יוגורט במ,תנובה,ישראל,יופלה,גרמים,348.00,100 גרם,0,לא ידוע,11.90,0.0342,1,1,56548
225,2019-04-14 14:57:20,4009900484695,1,שקית מסטיק אורביט ספ,מרס,פולין,אורביט,יח',42.00,יח',0,לא ידוע,7.90,0.1881,1,1,56633
226,2019-04-18 07:42:56,7290107647335,1,דומטוס סבון אסלה ליי,לא ידוע,לא ידוע,דומטוס סבון אסלה ליי,גרמים,165.00,100 גרם,0,לא ידוע,5.90,0.0358,1,1,56741
227,2019-04-28 12:24:41,7290006788054,1,שמפו 10 700,"אמיליה קוסמטיקס בע""מ",ישראל,קרליין,מיליליטרים,700.00,"100 מ""ל",0,לא ידוע,11.90,0.0170,1,1,39005
228,2019-04-28 14:41:24,37600207287,1,חמאת בוטנים סקיפי עם,הורמל,ארצות הברית,סקיפי,גרמים,462.00,100 גרם,0,לא ידוע,17.90,0.0387,1,1,20893
229,2019-04-29 11:03:46,7290102398331,1,חלב 1 ליטר מועשר דל,טרה,ישראל,חלב טרה,ליטרים,1.00,ליטר    ,0,לא ידוע,6.90,6.9000,1,1,35771
230,2019-04-29 13:24:49,7290002881018,1,מעדן תות 284 גרם,דוברומירוב,בולגריה,סאן מורנו,גרמים,284.00,100 גרם,0,לא ידוע,8.90,0.0313,1,1,40668
231,2019-05-03 11:44:35,7290017641201,1,קרקר עם שיפון מלא וק,דוויטה ג'יי אס,לא ידוע,קרקר עם שיפון מלא וק,גרמים,130.00,100 גרם,0,לא ידוע,5.90,0.0454,1,1,56831
232,2019-05-06 13:02:09,7290000209012,1,חומץ הדרים 1 ליטר,זנלכל,ישראל,חומץ הדרים 1 ליטר,ליטרים,1.00,ליטר    ,0,לא ידוע,4.90,4.9000,1,1,39166
233,2019-05-07 08:11:46,7290010237531,1,"פפסי בקבוק 500 מ""ל",טמפו,ישראל,פפסי,מיליליטרים,500.00,"100 מ""ל",0,לא ידוע,3.00,0.0060,1,1,11191
234,2019-05-08 10:37:31,7290105966469,1,חומץ בלסמי יד מרדכי,ACATAIA GIUSEPPE CRE,איטליה,יד מרדכי,מיליליטרים,250.00,"100 מ""ל",0,לא ידוע,13.90,0.0556,1,1,13900
235,2019-05-14 08:20:24,7290112330352,1,דנונה פרו 20 גר וניל,שטראוס גרופ,ישראל,דנונה פרו,גרמים,200.00,100 גרם,0,לא ידוע,5.90,0.0295,1,1,56876
236,2019-05-29 10:53:58,7290006788504,1,*מבצע* דאו ספריי 200,"אמיליה קוסמטיקס בע""מ",ישראל,קרליין,מיליליטרים,200.00,"100 מ""ל",0,לא ידוע,9.90,0.0495,1,1,39023
237,2019-05-29 10:54:02,7290104962110,1,*מבצע* דאו קרוליין ס,"אמיליה קוסמטיקס בע""מ",ישראל,קרליין,מיליליטרים,150.00,"100 מ""ל",0,לא ידוע,9.90,0.0660,1,1,9634
238,2019-06-10 11:56:10,7290000040301,1,קולאז קממבר,תנובה,ישראל,קולאז,גרמים,125.00,100 גרם,0,לא ידוע,17.90,0.1432,1,1,40433
239,2019-06-10 11:56:42,7290014759978,1,קשקבל פלח 200 גרם,תנובה,ישראל,קולאז,גרמים,200.00,100 גרם,0,לא ידוע,24.90,0.1245,1,1,17804
240,2019-06-10 11:56:44,7290014762848,1,פתיתי גלבוע 22% 500,תנובה,ישראל,גלבוע,גרמים,500.00,100 גרם,0,לא ידוע,32.90,0.0658,1,1,32836
241,2019-06-12 16:13:47,8000070012783,1,קפה לוואצה אורו,לווצה טורינו,איטליה,LAVAZZA,גרמים,250.00,100 גרם,0,לא ידוע,38.90,0.1556,1,1,14776
242,2019-06-13 09:22:16,7290110324711,1,ממרח סויה 9% טבעי 25,תנובה,ישראל,תנובה,גרמים,250.00,100 גרם,0,לא ידוע,8.90,0.0356,1,1,57429
243,2019-06-13 09:22:17,7290110324728,1,ממרח סויה 9% שום שמי,תנובה,ישראל,תנובה,גרמים,250.00,100 גרם,0,לא ידוע,8.90,0.0356,1,1,57430
244,2019-06-13 11:54:45,7290000111245,1,וינסטון אקווה ארוך ב,JTI,שווייץ,winston,יח',20.00,יח',0,לא ידוע,31.90,1.5950,1,1,32474
245,2019-06-13 12:19:23,7290000111272,1,אל די אדום בודד,JTI,תורכיה,אל די,יח',20.00,יח',0,לא ידוע,26.40,1.3200,1,1,32499
246,2019-06-13 12:20:15,7290000042008,1,חלב שקית 3% 1 ליטר,תנובה,ישראל,תנובה,ליטרים,1.00,ליטר    ,0,לא ידוע,4.90,4.9000,1,1,40439
247,2019-06-13 12:21:04,7290000050300,1,גבינה לבנה 5% 125 גר,תנובה,ישראל,תנובה,גרמים,125.00,100 גרם,0,לא ידוע,2.30,0.0184,1,1,40480
248,2019-06-13 12:21:44,7290004129545,1,גבינה לבנה 3% 250 גר,תנובה,ישראל,תנובה,גרמים,250.00,100 גרם,0,לא ידוע,4.70,0.0188,1,1,40604
249,2019-06-14 12:05:58,72961216,1,אשל בדץ 200 מל,תנובה,ישראל,תנובה,מיליליטרים,200.00,"100 מ""ל",0,לא ידוע,1.55,0.0078,1,1,17752
250,2019-06-17 15:19:58,7290112340924,1,חומוס עם תבלין פלאפל,שטראוס גרופ,ישראל,שטראוס,גרמים,400.00,100 גרם,0,לא ידוע,10.90,0.0273,1,1,57492
251,2019-06-24 10:58:18,7290112332585,1,"פריכיות משולשות תפו""",לא ידוע,לא ידוע,"פריכיות משולשות תפו""",גרמים,30.00,100 גרם,0,לא ידוע,4.90,0.1633,1,1,57618
252,2019-06-24 10:58:20,7290112335500,1,פרכיות גדולות חלבון,עלית,ישראל,פרכיות גדולות חלבון,גרמים,135.00,100 גרם,0,לא ידוע,10.90,0.0807,1,1,57623
253,2019-06-24 10:58:20,7290112335548,1,סוכריות מאסט ללא סוכ,MIESZKO S.A - MS. JO,פולין,עלית,גרמים,80.00,100 גרם,0,לא ידוע,6.90,0.0863,1,1,57626
254,2019-06-28 07:44:20,7290112492357,1,פתית פריכיות כוסמת ת,יוניליוור,ישראל,פתית פריכיות כוסמת ת,גרמים,19.00,100 גרם,0,לא ידוע,3.50,0.1842,1,1,56408
255,2019-06-30 08:33:48,7290112492234,1,*מבצע* מאגדת פתית פר,לא ידוע,לא ידוע,*מבצע* מאגדת פתית פר,גרמים,100.00,100 גרם,0,לא ידוע,9.90,0.0990,1,1,56409
256,2019-06-30 10:53:11,7290000288642,1,מרכך מקסימה 4 ליטר,סנו,ישראל,מקסימה,ליטרים,4.00,ליטר    ,0,לא ידוע,19.90,4.9750,1,1,38836
257,2019-06-30 10:53:14,7290005423918,1,מרכך מקסימה 4 ליטר,סנו,ישראל,מקסימה,ליטרים,4.00,ליטר    ,0,לא ידוע,19.90,4.9750,1,1,38940
258,2019-06-30 10:53:21,7290014397675,1,מרכך מקסימה 4 ליטר,סנו,ישראל,מקסימה,ליטרים,4.00,ליטר    ,0,לא ידוע,19.90,4.9750,1,1,9585
259,2019-06-30 14:34:26,7290017142111,1,טונה TO GO בשמן זית,שמן תעשיות,ישראל,עץ הזית,גרמים,85.00,100 גרם,0,לא ידוע,9.90,0.1165,1,1,37140
260,2019-07-01 12:13:00,5028349100316,1,וויסקי היילנד ציף 0.,לא ידוע,כללי,וויסקי היילנד ציף 0.7,מיליליטרים,700.00,"100 מ""ל",0,לא ידוע,59.90,0.0856,1,1,6842
261,2019-07-02 09:43:02,7290001485026,1,גבינת קרם שמנת זיתים,טרה,ישראל,גבינות טרה,גרמים,200.00,100 גרם,0,לא ידוע,10.90,0.0545,1,1,40079
262,2019-07-10 09:36:59,7290110324919,1,קרלו שוקולד בננה,תנובה,ישראל,קרלו,גרמים,125.00,100 גרם,0,לא ידוע,2.90,0.0232,1,1,57767
263,2019-07-10 09:57:33,7290002265153,1,פלמידה בעישון קר ווא,אס.פי.פיש האוס,ישראל,אס.פי.פיש האוס,קילוגרמים,1.00,"ק""ג",1,לא ידוע,70.00,70.0000,1,1,52279
264,2019-07-10 15:15:43,7290004064297,1,מלח מועשר ביוד בצנצנ,מלח הארץ אילת,ישראל,מלח הארץ,קילוגרמים,1.00,"ק""ג     ",0,לא ידוע,8.90,8.9000,1,1,57797
265,2019-07-19 10:28:19,7290108350548,1,*מבצע* נוזל כלים סנו,סנו,ישראל,ספארק,ליטרים,1.00,ליטר    ,0,לא ידוע,9.90,9.9000,1,1,22825
266,2019-07-19 10:28:19,7290108350555,1,*מבצע* נוזל כלים סנו,סנו,ישראל,ספארק,ליטרים,1.00,ליטר    ,0,לא ידוע,9.90,9.9000,1,1,22826
267,2019-07-25 15:13:51,44164369962,1,נר זיכרון,לא ידוע,ישראל,מנורה,יח',1.00,יח',0,לא ידוע,9.90,9.9000,1,1,57958
268,2019-07-29 12:23:43,7290112492371,1,חטיף חלבון טו גו קרמ,יוניליוור,ישראל,תלמה,גרמים,200.00,100 גרם,0,לא ידוע,21.90,0.1095,1,1,57999
269,2019-08-04 15:14:44,7290017303673,1,עוגיות שוקוציפס לבן,לא ידוע,לא ידוע,עוגיות שוקוציפס לבן,גרמים,600.00,100 גרם,0,לא ידוע,10.90,0.0182,1,1,34672
270,2019-08-05 14:32:02,4820154725576,1,גלידה בריקט שוקולד 9,פיאנו זיואיגזדס,לטביה,גלידה בריקט שוקולד 9,גרמים,90.00,100 גרם,0,לא ידוע,4.90,0.0544,1,1,58052
271,2019-08-16 07:06:06,4779021230265,1,שוקולד אקסלוסיב מריר,מסקנס,ליטואניה,שוקולד אקסלוסיב מריר,גרמים,100.00,100 גרם,0,לא ידוע,7.90,0.0790,1,1,58203
272,2019-09-01 09:49:28,7290000364261,1,סלסולי כתף בקר 120 ג,טירת- צבי,ישראל,טירת- צבי,גרמים,120.00,100 גרם,0,לא ידוע,14.90,0.1242,1,1,40939
273,2019-09-01 09:49:28,7290000364278,1,סלסולי סלמי איטלקי 1,טירת- צבי,ישראל,טירת- צבי,גרמים,120.00,100 גרם,0,לא ידוע,14.90,0.1242,1,1,40940
274,2019-09-02 16:20:33,7290000999548,1,צפתית 5%,מחלבת פרי זה לי,ישראל,מחלבת פרי זה לי,קילוגרמים,1.00,"ק""ג",1,לא ידוע,39.00,39.0000,1,1,6760
275,2019-09-05 10:09:07,7290012228711,1,קבנוס סטיקס בטעם סיצ,זוגלובק,ישראל,זוגלובק,גרמים,50.00,100 גרם,0,לא ידוע,9.90,0.1980,1,1,58492
276,2019-09-05 10:09:07,7290012228728,1,קבנוס סטיקס בטעם מקס,זוגלובק,ישראל,זוגלובק,גרמים,50.00,100 גרם,0,לא ידוע,9.90,0.1980,1,1,58493
277,2019-09-08 10:51:21,7290112707512,1,זיקוק בצבע כסף 5 יח,לא ידוע,לא ידוע,זיקוק בצבע כסף 5 יח,יח,5.00,יח,0,לא ידוע,5.90,1.1800,1,1,58505
278,2019-09-09 12:00:25,7290111351440,1,מארז שוקולד מריר חלב,קומרסיאל צ'וקולטס,ספרד,יוגטה,גרמים,270.00,100 גרם,0,לא ידוע,9.90,0.0367,1,1,58566
279,2019-09-11 08:49:09,7290113660779,1,תבנית נייר מאפינס גד,קורקנט,סין,מנגט,יח',12.00,יח',0,לא ידוע,6.90,0.5750,1,1,58597
280,2019-09-11 08:49:09,7290113660793,1,תבנית נייר מאפינס עט,קורקנט,סין,מנגט,יח',12.00,יח',0,לא ידוע,6.90,0.5750,1,1,58599
281,2019-09-11 09:04:34,7290004125585,1,משקה סויה וניל 1 ליט,תנובה,ישראל,תנובה,ליטרים,1.00,ליטר    ,0,לא ידוע,9.90,9.9000,1,1,40579
282,2019-09-11 10:45:18,8412497379125,1,צלחת פולי,סטור,סין,דיסני,יח',1.00,יח',0,לא ידוע,7.90,7.9000,1,1,58604
283,2019-09-12 10:06:25,7296021184369,1,תבנית מלבנית 3.5 ליט,לא ידוע,לא ידוע,תבנית מלבנית 3.5 ליט,יח,1.00,יח,0,לא ידוע,39.90,39.9000,1,1,58623
284,2019-09-16 12:07:04,7290112346377,1,חומוס עם חציל פיקנטי,שטראוס גרופ,ישראל,שטראוס,גרמים,375.00,100 גרם,0,לא ידוע,10.90,0.0291,1,1,58677
285,2019-09-25 15:36:08,7290015324540,1,טימין 30 גרם מיכל גד,"תבליני טעם וריח בע""מ",ישראל,טעם וריח,גרמים,30.00,100 גרם,0,לא ידוע,8.90,0.2967,1,1,58753
286,2019-10-02 09:52:05,7290000379142,1,עינן פרוס,אנג'ל,ישראל,אנג'ל,גרמים,750.00,100 גרם,0,לא ידוע,14.90,0.0199,1,1,38049
287,2019-10-02 09:53:04,7290003023165,1,שוקו 2 ליטר,שטראוס גרופ,ישראל,יטבתה,ליטרים,2.00,ליטר    ,0,לא ידוע,18.90,9.4500,1,1,40135
288,2019-10-06 14:10:23,7290112336644,1,סוכריות מאסט ללא סוכ,שטראוס גרופ,פולין,סוכריות מאסט ללא סוכר,גרמים,80.00,100 גרם,0,לא ידוע,6.90,0.0863,1,1,58850
289,2019-10-25 08:00:30,7290014397873,1,מרכך מקסימה 4 ליטר,סנו,ישראל,מקסימה,ליטרים,4.00,ליטר    ,0,לא ידוע,19.90,4.9750,1,1,59000
290,2019-10-27 10:57:10,7290000048413,1,פיראוס חמד 250 גר,תנובה,ישראל,פיראוס,גרמים,250.00,100 גרם,0,לא ידוע,17.90,0.0716,1,1,40475
291,2019-10-27 10:57:11,7290000048437,1,צפתית פיראוס 5% 200,תנובה,ישראל,פיראוס,גרמים,200.00,100 גרם,0,לא ידוע,13.90,0.0695,1,1,40476
292,2019-10-27 10:57:15,7290004122676,1,חמד לייט 5% 250 גרם,תנובה,ישראל,פיראוס,גרמים,250.00,100 גרם,0,לא ידוע,17.90,0.0716,1,1,40564
293,2019-10-27 10:57:59,7290107931397,1,כיף כף פצפצים 40 גרם,SOLEN CIKOLATA GIDA,תורכיה,עלית,גרמים,40.00,100 גרם,0,לא ידוע,4.70,0.1175,1,1,27364
294,2019-11-03 13:16:40,7290017540696,1,דפי סויה צבעוניים 17,מינג לין פוד לטד,סין,דפי סויה צבעוניים 17,גרמים,17.00,100 גרם,0,לא ידוע,19.90,1.1706,1,1,55248
295,2019-11-03 13:22:36,7290011668433,1,*מבצע* שמפו שיאה לשי,א.ל ארמן,ישראל,פנינה רוזנבלום בע'מ,מיליליטרים,750.00,"100 מ""ל",0,לא ידוע,8.90,0.0119,1,1,14457
296,2019-11-18 15:36:36,7290005431913,1,עוגת גבינה פירורים 9,תנובה,ישראל,תנובה,גרמים,92.00,100 גרם,0,לא ידוע,5.90,0.0641,1,1,59243
297,2019-11-18 15:36:37,7290005431937,1,טירמיסו 82 גרם,תנובה,ישראל,תנובה,גרמים,82.00,100 גרם,0,לא ידוע,5.90,0.0720,1,1,59245
298,2019-11-21 09:17:10,7290017973036,1,קונפיטורת פירות יער,"י.א.א עולם הפרי בע""מ",ישראל,רוסמן,גרמים,900.00,100 גרם,0,לא ידוע,18.90,0.0210,1,1,57954
299,2019-12-02 08:02:55,8719200998049,1,מזולה גלורי רגיל 48*,אתר חיפה מרגרינה - F,ישראל,MAZOLA,גרמים,250.00,100 גרם,0,לא ידוע,9.50,0.0380,1,1,59427
300,2019-12-02 16:48:48,8719200997998,1,בלובנד עם מלח 200ג כ,אתר חיפה מרגרינה - F,ישראל,BLUE BAND,גרמים,200.00,100 גרם,0,לא ידוע,4.50,0.0225,1,1,59436
301,2019-12-02 16:48:49,8719200998087,1,מחמאה  גביע 48*250 ג,אתר חיפה מרגרינה - F,ישראל,BLUE BAND,גרמים,250.00,100 גרם,0,לא ידוע,8.90,0.0356,1,1,59439
302,2019-12-06 11:32:59,7290112492593,1,פינוק סבון נוזלי 700,אתר ליוור - HPC,ישראל,PINUK,מיליליטרים,700.00,"100 מ""ל",0,לא ידוע,10.90,0.0156,1,1,59503
303,2019-12-10 11:28:01,4770275048019,1,חמאה מלוחה 200 גר' (,ס. סי. פנו זויגזדס,ליטואניה,SVALIA,גרמים,200.00,100 גרם,0,לא ידוע,11.90,0.0595,1,1,59578
304,2019-12-22 11:34:56,7290112346537,1,פינוקיות בטעם טורטית,הגביע,ישראל,עלית,גרמים,200.00,100 גרם,0,לא ידוע,9.90,0.0495,1,1,59696
305,2019-12-25 09:20:12,7290017513393,1,תה ירוק סופר גרין,ויסוצקי,ישראל,ויסוצקי,גרמים,937.50,100 גרם,0,לא ידוע,21.90,0.0234,1,1,58275
306,2019-12-30 15:20:35,4066600941910,1,בירה פאולנר ללא אלכו,פאולנר,גרמניה,פאולנר,מיליליטרים,500.00,"100 מ""ל",0,לא ידוע,9.90,0.0198,1,1,59772
307,2020-01-02 09:06:52,7290112966025,1,בייגלה כפיות כפרי 60,אסם,ישראל,אסם,גרמים,60.00,100 גרם,0,לא ידוע,2.90,0.0483,1,1,59798
308,2020-01-05 07:29:08,7290011223052,1,*מבצע* רצועות שעווה,ש.שוורץ,ישראל,מגע המשי,יח',16.00,יח',0,לא ידוע,19.90,1.2437,1,1,8178
309,2020-01-05 07:30:14,7290108350500,1,*מבצע* סנובון מוצק ד,או או או יקה.דה.וא.ק,ישראל,סנובון,יח',3.00,יח',0,לא ידוע,9.90,3.3000,1,1,24956
310,2020-01-05 11:37:41,7290012404962,1,נקטר ספרינג פ.יער 1.,יפאורה תבורי,ישראל,ספרינג,ליטרים,1.25,ליטר    ,0,לא ידוע,10.90,8.7200,1,1,11470
311,2020-01-05 11:38:50,7290005425783,1,קרם גוף קרמה 500 מל,קוסמופארם,ישראל,קרמה,מיליליטרים,500.00,"100 מ""ל",0,לא ידוע,21.90,0.0438,1,1,38959
312,2020-01-05 11:38:58,7290013268464,1,קרם גוף קרמה 500 מל,קוסמופארם,ישראל,קרמה,מיליליטרים,500.00,"100 מ""ל",0,לא ידוע,21.90,0.0438,1,1,9484
313,2020-01-05 11:39:07,7290108355062,1,לחות עם קרטין נטורל,קוסמופארם,ישראל,נטורל פורמולה,מיליליטרים,400.00,"100 מ""ל",0,לא ידוע,29.90,0.0747,1,1,32555
